,train,val,test
TCGA-AQ-A54N,True,False,False
TCGA-AQ-A54O,True,False,False
TCGA-AR-A0TP,True,False,False
TCGA-AR-A0TQ,True,False,False
TCGA-AR-A0TR,True,False,False
TCGA-AR-A0TS,True,False,False
TCGA-AR-A0TT,True,False,False
TCGA-AR-A0TU,True,False,False
TCGA-AR-A0TW,True,False,False
TCGA-AR-A0TY,True,False,False
TCGA-AR-A0TZ,True,False,False
TCGA-AR-A0U1,True,False,False
TCGA-AR-A0U2,True,False,False
TCGA-AR-A0U4,True,False,False
TCGA-AR-A1AJ,True,False,False
TCGA-AR-A1AQ,True,False,False
TCGA-AR-A1AR,True,False,False
TCGA-AR-A1AU,True,False,False
TCGA-AR-A1AV,True,False,False
TCGA-AR-A1AW,True,False,False
TCGA-AR-A1AX,True,False,False
TCGA-AR-A24K,True,False,False
TCGA-AR-A24N,True,False,False
TCGA-AR-A24P,True,False,False
TCGA-AR-A24S,True,False,False
TCGA-AR-A24U,True,False,False
TCGA-AR-A24V,True,False,False
TCGA-AR-A24W,True,False,False
TCGA-AR-A24Z,True,False,False
TCGA-AR-A254,True,False,False
TCGA-AR-A255,True,False,False
TCGA-B6-A0I1,True,False,False
TCGA-B6-A0I5,True,False,False
TCGA-B6-A0I6,True,False,False
TCGA-B6-A0I9,True,False,False
TCGA-B6-A0IA,True,False,False
TCGA-B6-A0IB,True,False,False
TCGA-B6-A0IG,True,False,False
TCGA-B6-A0IJ,True,False,False
TCGA-B6-A0IK,True,False,False
TCGA-B6-A0IM,True,False,False
TCGA-B6-A0IN,True,False,False
TCGA-B6-A0IO,True,False,False
TCGA-B6-A0IQ,True,False,False
TCGA-B6-A0RE,True,False,False
TCGA-B6-A0RG,True,False,False
TCGA-B6-A0RH,True,False,False
TCGA-B6-A0RL,True,False,False
TCGA-B6-A0RM,True,False,False
TCGA-B6-A0RN,True,False,False
TCGA-B6-A0RO,True,False,False
TCGA-B6-A0RS,True,False,False
TCGA-B6-A0RT,True,False,False
TCGA-B6-A0RU,True,False,False
TCGA-B6-A0WS,True,False,False
TCGA-B6-A0WV,True,False,False
TCGA-B6-A0WW,True,False,False
TCGA-B6-A0WY,True,False,False
TCGA-B6-A0WZ,True,False,False
TCGA-B6-A0X4,True,False,False
TCGA-B6-A0X5,True,False,False
TCGA-B6-A0X7,True,False,False
TCGA-B6-A1KC,True,False,False
TCGA-B6-A1KF,True,False,False
TCGA-B6-A1KN,True,False,False
TCGA-BH-A0AU,True,False,False
TCGA-BH-A0AW,True,False,False
TCGA-BH-A0AY,True,False,False
TCGA-BH-A0AZ,True,False,False
TCGA-BH-A0B0,True,False,False
TCGA-BH-A0B1,True,False,False
TCGA-BH-A0B3,True,False,False
TCGA-BH-A0B4,True,False,False
TCGA-BH-A0B7,True,False,False
TCGA-BH-A0B8,True,False,False
TCGA-BH-A0BD,True,False,False
TCGA-BH-A0BF,True,False,False
TCGA-BH-A0BJ,True,False,False
TCGA-BH-A0BL,True,False,False
TCGA-BH-A0BM,True,False,False
TCGA-BH-A0BO,True,False,False
TCGA-BH-A0BP,True,False,False
TCGA-BH-A0BR,True,False,False
TCGA-BH-A0BT,True,False,False
TCGA-BH-A0BV,True,False,False
TCGA-BH-A0BW,True,False,False
TCGA-BH-A0BZ,True,False,False
TCGA-BH-A0C0,True,False,False
TCGA-BH-A0C7,True,False,False
TCGA-BH-A0DD,True,False,False
TCGA-BH-A0DE,True,False,False
TCGA-BH-A0DG,True,False,False
TCGA-BH-A0DH,True,False,False
TCGA-BH-A0DI,True,False,False
TCGA-BH-A0DK,True,False,False
TCGA-BH-A0DO,True,False,False
TCGA-BH-A0DS,True,False,False
TCGA-BH-A0DV,True,False,False
TCGA-BH-A0E0,True,False,False
TCGA-BH-A0E1,True,False,False
TCGA-BH-A0E2,True,False,False
TCGA-BH-A0E6,True,False,False
TCGA-BH-A0EA,True,False,False
TCGA-BH-A0EE,True,False,False
TCGA-BH-A0EI,True,False,False
TCGA-BH-A0GY,True,False,False
TCGA-BH-A0GZ,True,False,False
TCGA-BH-A0H0,True,False,False
TCGA-BH-A0H3,True,False,False
TCGA-BH-A0H5,True,False,False
TCGA-BH-A0H6,True,False,False
TCGA-BH-A0H7,True,False,False
TCGA-BH-A0H9,True,False,False
TCGA-BH-A0HA,True,False,False
TCGA-BH-A0HB,True,False,False
TCGA-BH-A0HF,True,False,False
TCGA-BH-A0HI,True,False,False
TCGA-BH-A0HK,True,False,False
TCGA-BH-A0HN,True,False,False
TCGA-BH-A0HO,True,False,False
TCGA-BH-A0HQ,True,False,False
TCGA-BH-A0HU,True,False,False
TCGA-BH-A0HW,True,False,False
TCGA-BH-A0HX,True,False,False
TCGA-BH-A0RX,True,False,False
TCGA-BH-A0W3,True,False,False
TCGA-BH-A0W7,True,False,False
TCGA-BH-A18F,True,False,False
TCGA-BH-A18G,True,False,False
TCGA-BH-A18H,True,False,False
TCGA-BH-A18I,True,False,False
TCGA-BH-A18L,True,False,False
TCGA-BH-A18M,True,False,False
TCGA-BH-A18N,True,False,False
TCGA-BH-A18P,True,False,False
TCGA-BH-A18Q,True,False,False
TCGA-BH-A18R,True,False,False
TCGA-BH-A18S,True,False,False
TCGA-BH-A18T,True,False,False
TCGA-BH-A18U,True,False,False
TCGA-BH-A18V,True,False,False
TCGA-BH-A1ET,True,False,False
TCGA-BH-A1EU,True,False,False
TCGA-BH-A1EW,True,False,False
TCGA-BH-A1EX,True,False,False
TCGA-BH-A1EY,True,False,False
TCGA-BH-A1F0,True,False,False
TCGA-BH-A1F2,True,False,False
TCGA-BH-A1F5,True,False,False
TCGA-BH-A1F6,True,False,False
TCGA-BH-A1F8,True,False,False
TCGA-BH-A1FE,True,False,False
TCGA-BH-A1FG,True,False,False
TCGA-BH-A1FH,True,False,False
TCGA-BH-A1FJ,True,False,False
TCGA-BH-A1FL,True,False,False
TCGA-BH-A1FM,True,False,False
TCGA-BH-A1FN,True,False,False
TCGA-BH-A1FR,True,False,False
TCGA-BH-A1FU,True,False,False
TCGA-BH-A201,True,False,False
TCGA-BH-A202,True,False,False
TCGA-BH-A203,True,False,False
TCGA-BH-A204,True,False,False
TCGA-BH-A42V,True,False,False
TCGA-BH-A5IZ,True,False,False
TCGA-BH-A5J0,True,False,False
TCGA-C8-A12L,True,False,False
TCGA-C8-A12N,True,False,False
TCGA-C8-A12O,True,False,False
TCGA-C8-A12P,True,False,False
TCGA-C8-A12Q,True,False,False
TCGA-C8-A12U,True,False,False
TCGA-C8-A12V,True,False,False
TCGA-C8-A12W,True,False,False
TCGA-C8-A12Y,True,False,False
TCGA-C8-A130,True,False,False
TCGA-C8-A131,True,False,False
TCGA-C8-A134,True,False,False
TCGA-C8-A137,True,False,False
TCGA-C8-A138,True,False,False
TCGA-C8-A1HE,True,False,False
TCGA-C8-A1HF,True,False,False
TCGA-C8-A1HG,True,False,False
TCGA-C8-A1HI,True,False,False
TCGA-C8-A1HJ,True,False,False
TCGA-C8-A1HK,True,False,False
TCGA-C8-A1HM,True,False,False
TCGA-C8-A1HN,True,False,False
TCGA-C8-A1HO,True,False,False
TCGA-C8-A26V,True,False,False
TCGA-C8-A26Y,True,False,False
TCGA-C8-A26Z,True,False,False
TCGA-C8-A273,True,False,False
TCGA-C8-A274,True,False,False
TCGA-C8-A275,True,False,False
TCGA-C8-A278,True,False,False
TCGA-C8-A27A,True,False,False
TCGA-C8-A27B,True,False,False
TCGA-D8-A13Y,True,False,False
TCGA-D8-A13Z,True,False,False
TCGA-D8-A140,True,False,False
TCGA-D8-A141,True,False,False
TCGA-D8-A145,True,False,False
TCGA-D8-A146,True,False,False
TCGA-D8-A147,True,False,False
TCGA-D8-A1J8,True,False,False
TCGA-D8-A1J9,True,False,False
TCGA-D8-A1JA,True,False,False
TCGA-D8-A1JB,True,False,False
TCGA-D8-A1JD,True,False,False
TCGA-D8-A1JE,True,False,False
TCGA-D8-A1JF,True,False,False
TCGA-D8-A1JH,True,False,False
TCGA-D8-A1JI,True,False,False
TCGA-D8-A1JJ,True,False,False
TCGA-D8-A1JK,True,False,False
TCGA-D8-A1JM,True,False,False
TCGA-D8-A1JP,True,False,False
TCGA-D8-A1JU,True,False,False
TCGA-D8-A1X5,True,False,False
TCGA-D8-A1X6,True,False,False
TCGA-D8-A1X9,True,False,False
TCGA-D8-A1XA,True,False,False
TCGA-D8-A1XB,True,False,False
TCGA-D8-A1XD,True,False,False
TCGA-D8-A1XF,True,False,False
TCGA-D8-A1XJ,True,False,False
TCGA-D8-A1XK,True,False,False
TCGA-D8-A1XL,True,False,False
TCGA-D8-A1XQ,True,False,False
TCGA-D8-A1XR,True,False,False
TCGA-D8-A1XT,True,False,False
TCGA-D8-A1XU,True,False,False
TCGA-D8-A1XW,True,False,False
TCGA-D8-A1XZ,True,False,False
TCGA-D8-A1Y0,True,False,False
TCGA-D8-A1Y1,True,False,False
TCGA-D8-A1Y2,True,False,False
TCGA-D8-A1Y3,True,False,False
TCGA-D8-A27E,True,False,False
TCGA-D8-A27F,True,False,False
TCGA-D8-A27H,True,False,False
TCGA-D8-A27K,True,False,False
TCGA-D8-A27M,True,False,False
TCGA-D8-A27N,True,False,False
TCGA-D8-A27P,True,False,False
TCGA-D8-A27R,True,False,False
TCGA-E2-A105,True,False,False
TCGA-E2-A108,True,False,False
TCGA-E2-A10A,True,False,False
TCGA-E2-A10C,True,False,False
TCGA-E2-A10E,True,False,False
TCGA-E2-A14N,True,False,False
TCGA-E2-A14O,True,False,False
TCGA-E2-A14P,True,False,False
TCGA-E2-A14Q,True,False,False
TCGA-E2-A14R,True,False,False
TCGA-E2-A14S,True,False,False
TCGA-E2-A14V,True,False,False
TCGA-E2-A14W,True,False,False
TCGA-E2-A14Z,True,False,False
TCGA-E2-A150,True,False,False
TCGA-E2-A153,True,False,False
TCGA-E2-A154,True,False,False
TCGA-E2-A155,True,False,False
TCGA-E2-A158,True,False,False
TCGA-E2-A159,True,False,False
TCGA-E2-A15A,True,False,False
TCGA-E2-A15C,True,False,False
TCGA-E2-A15D,True,False,False
TCGA-E2-A15E,True,False,False
TCGA-E2-A15F,True,False,False
TCGA-E2-A15H,True,False,False
TCGA-E2-A15J,True,False,False
TCGA-E2-A15K,True,False,False
TCGA-E2-A15O,True,False,False
TCGA-E2-A15P,True,False,False
TCGA-E2-A15R,True,False,False
TCGA-E2-A15S,True,False,False
TCGA-E2-A15T,True,False,False
TCGA-E2-A1AZ,True,False,False
TCGA-E2-A1B1,True,False,False
TCGA-E2-A1B4,True,False,False
TCGA-E2-A1B6,True,False,False
TCGA-E2-A1IE,True,False,False
TCGA-E2-A1IF,True,False,False
TCGA-E2-A1IG,True,False,False
TCGA-E2-A1IK,True,False,False
TCGA-E2-A1IN,True,False,False
TCGA-E2-A1IO,True,False,False
TCGA-E2-A1IU,True,False,False
TCGA-E2-A1L6,True,False,False
TCGA-E2-A1L7,True,False,False
TCGA-E2-A1L9,True,False,False
TCGA-E2-A1LA,True,False,False
TCGA-E2-A1LB,True,False,False
TCGA-E2-A1LE,True,False,False
TCGA-E2-A1LH,True,False,False
TCGA-E2-A1LI,True,False,False
TCGA-E2-A56Z,True,False,False
TCGA-E2-A570,True,False,False
TCGA-E2-A572,True,False,False
TCGA-E2-A574,True,False,False
TCGA-E9-A1N6,True,False,False
TCGA-E9-A1N8,True,False,False
TCGA-E9-A1ND,True,False,False
TCGA-E9-A1NG,True,False,False
TCGA-E9-A1NH,True,False,False
TCGA-E9-A1QZ,True,False,False
TCGA-E9-A1R0,True,False,False
TCGA-E9-A1R3,True,False,False
TCGA-E9-A1R5,True,False,False
TCGA-E9-A1R6,True,False,False
TCGA-E9-A1R7,True,False,False
TCGA-E9-A1RA,True,False,False
TCGA-E9-A1RB,True,False,False
TCGA-E9-A1RE,True,False,False
TCGA-E9-A1RF,True,False,False
TCGA-E9-A226,True,False,False
TCGA-E9-A229,True,False,False
TCGA-E9-A22A,True,False,False
TCGA-E9-A22D,True,False,False
TCGA-E9-A22E,True,False,False
TCGA-E9-A22H,True,False,False
TCGA-E9-A243,True,False,False
TCGA-E9-A245,True,False,False
TCGA-E9-A247,True,False,False
TCGA-E9-A248,True,False,False
TCGA-E9-A249,True,False,False
TCGA-E9-A24A,True,False,False
TCGA-EW-A1IY,True,False,False
TCGA-EW-A1IZ,True,False,False
TCGA-EW-A1J6,True,False,False
TCGA-EW-A1OV,True,False,False
TCGA-EW-A1OX,True,False,False
TCGA-EW-A1OY,True,False,False
TCGA-EW-A1OZ,True,False,False
TCGA-EW-A1P0,True,False,False
TCGA-EW-A1P1,True,False,False
TCGA-EW-A1P3,True,False,False
TCGA-EW-A1P5,True,False,False
TCGA-EW-A1PA,True,False,False
TCGA-EW-A1PC,True,False,False
TCGA-EW-A1PD,True,False,False
TCGA-EW-A1PF,True,False,False
TCGA-EW-A1PH,True,False,False
TCGA-EW-A2FR,True,False,False
TCGA-EW-A2FS,True,False,False
TCGA-EW-A3U0,True,False,False
TCGA-EW-A6S9,True,False,False
TCGA-EW-A6SA,True,False,False
TCGA-EW-A6SB,True,False,False
TCGA-EW-A6SD,True,False,False
TCGA-GI-A2C8,True,False,False
TCGA-GI-A2C9,True,False,False
TCGA-GM-A2D9,True,False,False
TCGA-GM-A2DA,True,False,False
TCGA-GM-A2DB,True,False,False
TCGA-GM-A2DC,True,False,False
TCGA-GM-A2DD,True,False,False
TCGA-GM-A2DF,True,False,False
TCGA-GM-A2DI,True,False,False
TCGA-GM-A2DK,True,False,False
TCGA-GM-A2DL,True,False,False
TCGA-GM-A2DM,True,False,False
TCGA-GM-A2DN,True,False,False
TCGA-GM-A3XL,True,False,False
TCGA-LD-A9QF,True,False,False
TCGA-LL-A441,True,False,False
TCGA-LL-A442,True,False,False
TCGA-LL-A5YM,True,False,False
TCGA-LL-A5YN,True,False,False
TCGA-LL-A5YP,True,False,False
TCGA-LL-A6FQ,True,False,False
TCGA-LL-A6FR,True,False,False
TCGA-LL-A73Y,True,False,False
TCGA-LL-A73Z,True,False,False
TCGA-LL-A740,True,False,False
TCGA-LL-A7SZ,True,False,False
TCGA-LL-A7T0,True,False,False
TCGA-LL-A8F5,True,False,False
TCGA-OL-A5D6,True,False,False
TCGA-OL-A5D7,True,False,False
TCGA-OL-A5RU,True,False,False
TCGA-OL-A5RV,True,False,False
TCGA-OL-A5RW,True,False,False
TCGA-OL-A5RX,True,False,False
TCGA-OL-A5RY,True,False,False
TCGA-OL-A5RZ,True,False,False
TCGA-OL-A66I,True,False,False
TCGA-OL-A66L,True,False,False
TCGA-PL-A8LX,True,False,False
TCGA-PL-A8LY,True,False,False
TCGA-PL-A8LZ,True,False,False
TCGA-S3-A6ZF,True,False,False
TCGA-S3-A6ZH,True,False,False
TCGA-S3-AA0Z,True,False,False
TCGA-S3-AA11,True,False,False
TCGA-S3-AA12,True,False,False
TCGA-S3-AA15,True,False,False
TCGA-S3-AA17,True,False,False
TCGA-WT-AB41,True,False,False
TCGA-4H-AAAK,True,False,False
TCGA-5L-AAT0,True,False,False
TCGA-5L-AAT1,True,False,False
TCGA-A2-A0CK,True,False,False
TCGA-A2-A0CO,True,False,False
TCGA-A2-A0CR,True,False,False
TCGA-A2-A0EN,True,False,False
TCGA-A2-A0EP,True,False,False
TCGA-A2-A0EW,True,False,False
TCGA-A2-A0EX,True,False,False
TCGA-A2-A0SY,True,False,False
TCGA-A2-A0T4,True,False,False
TCGA-A2-A0T6,True,False,False
TCGA-A2-A0YD,True,False,False
TCGA-A2-A0YK,True,False,False
TCGA-A2-A0YL,True,False,False
TCGA-A2-A25A,True,False,False
TCGA-A2-A25D,True,False,False
TCGA-A2-A3KC,True,False,False
TCGA-A2-A4RW,True,False,False
TCGA-A2-A4RY,True,False,False
TCGA-A7-A13H,True,False,False
TCGA-A7-A26E,True,False,False
TCGA-A7-A3J1,True,False,False
TCGA-A7-A425,True,False,False
TCGA-A7-A426,True,False,False
TCGA-A7-A4SB,True,False,False
TCGA-A7-A5ZX,True,False,False
TCGA-A8-A09T,True,False,False
TCGA-A8-A09V,True,False,False
TCGA-A8-A09W,True,False,False
TCGA-A8-A09X,True,False,False
TCGA-A8-A09Z,True,False,False
TCGA-A8-A0A2,True,False,False
TCGA-A8-A0A4,True,False,False
TCGA-A8-A0A7,True,False,False
TCGA-AC-A23G,True,False,False
TCGA-AC-A2B8,True,False,False
TCGA-AC-A2FB,True,False,False
TCGA-AC-A2FE,True,False,False
TCGA-AC-A2FG,True,False,False
TCGA-AC-A2FK,True,False,False
TCGA-AC-A2FM,True,False,False
TCGA-AC-A2FO,True,False,False
TCGA-AC-A2QI,True,False,False
TCGA-AC-A3HN,True,False,False
TCGA-AC-A3QP,True,False,False
TCGA-AC-A3QQ,True,False,False
TCGA-AC-A3TM,True,False,False
TCGA-AC-A3TN,True,False,False
TCGA-AC-A3W5,True,False,False
TCGA-AC-A3YI,True,False,False
TCGA-AC-A4ZE,True,False,False
TCGA-AC-A5XS,True,False,False
TCGA-AC-A6IX,True,False,False
TCGA-AC-A8OS,True,False,False
TCGA-AO-A0J8,True,False,False
TCGA-AO-A0J9,True,False,False
TCGA-AO-A12E,True,False,False
TCGA-AO-A1KO,True,False,False
TCGA-AO-A1KS,True,False,False
TCGA-AQ-A7U7,True,False,False
TCGA-AR-A1AK,True,False,False
TCGA-AR-A1AM,True,False,False
TCGA-AR-A24H,True,False,False
TCGA-AR-A24T,True,False,False
TCGA-AR-A2LE,True,False,False
TCGA-AR-A2LH,True,False,False
TCGA-AR-A2LJ,True,False,False
TCGA-AR-A2LK,True,False,False
TCGA-AR-A2LL,True,False,False
TCGA-AR-A2LM,True,False,False
TCGA-AR-A2LQ,True,False,False
TCGA-AR-A5QM,True,False,False
TCGA-AR-A5QN,True,False,False
TCGA-AR-A5QP,True,False,False
TCGA-B6-A0IE,True,False,False
TCGA-B6-A0IP,True,False,False
TCGA-B6-A0RQ,True,False,False
TCGA-B6-A0WX,True,False,False
TCGA-B6-A2IU,True,False,False
TCGA-BH-A0B5,True,False,False
TCGA-BH-A0C1,True,False,False
TCGA-BH-A0E9,True,False,False
TCGA-BH-A28O,True,False,False
TCGA-BH-A2L8,True,False,False
TCGA-BH-A42T,True,False,False
TCGA-BH-A42U,True,False,False
TCGA-C8-A3M7,True,False,False
TCGA-C8-A8HR,True,False,False
TCGA-D8-A1JN,True,False,False
TCGA-D8-A1X8,True,False,False
TCGA-D8-A1XO,True,False,False
TCGA-D8-A27G,True,False,False
TCGA-D8-A27I,True,False,False
TCGA-D8-A27V,True,False,False
TCGA-D8-A3Z5,True,False,False
TCGA-D8-A3Z6,True,False,False
TCGA-D8-A4Z1,True,False,False
TCGA-D8-A73U,True,False,False
TCGA-E2-A10F,True,False,False
TCGA-E2-A14U,True,False,False
TCGA-E2-A15L,True,False,False
TCGA-E2-A15M,True,False,False
TCGA-E2-A1B5,True,False,False
TCGA-E2-A1BC,True,False,False
TCGA-E2-A1IH,True,False,False
TCGA-E2-A1IJ,True,False,False
TCGA-E2-A1IL,True,False,False
TCGA-E2-A1L8,True,False,False
TCGA-E2-A1LG,True,False,False
TCGA-E2-A2P5,True,False,False
TCGA-E2-A2P6,True,False,False
TCGA-E2-A3DX,True,False,False
TCGA-E2-A576,True,False,False
TCGA-E9-A1N4,True,False,False
TCGA-E9-A2JS,True,False,False
TCGA-E9-A3HO,True,False,False
TCGA-E9-A3Q9,True,False,False
TCGA-E9-A54Y,True,False,False
TCGA-E9-A6HE,True,False,False
TCGA-EW-A1IW,True,False,False
TCGA-EW-A1IX,True,False,False
TCGA-EW-A1J2,True,False,False
TCGA-EW-A1J3,True,False,False
